business_name,text,predicted_label,prediction_reason,index,rating,error,name,description,category
Kroll's Diner,"Nice diner, but the chili cheese fries were not that good. I'd still recommend this place though",Valid,"The review describes a genuine dining experience at the diner, mentioning specific food items (chili cheese fries) and providing balanced feedback with both criticism and recommendation. The 3-star rating is consistent with the mixed but overall positive sentiment.",,,,Kroll's Diner,,"['Diner', 'American restaurant', 'Breakfast restaurant', 'Brunch restaurant', 'German restaurant']"
Missour River - Kimball Bottoms (Desert) Boating Access,Great when weather is good,Valid,"The review provides a genuine assessment of the boating access location, mentioning weather conditions which is relevant to outdoor recreational activities like boating. The 4-star rating is consistent with the positive but conditional feedback.",,,,Missour River - Kimball Bottoms (Desert) Boating Access,,['Boat ramp']
Noodles and Company,Very good,Valid,"The review provides a positive assessment of the restaurant experience with a 5-star rating that matches the positive sentiment. Although brief, the comment 'Very good' is relevant to the restaurant's food and service quality.",,,,Noodles and Company,Counter-serve chain offering international noodle & pasta dishes from mac 'n' cheese to pad Thai.,"['Restaurant', 'Down home cooking restaurant', 'Takeout Restaurant', 'Pasta shop', 'Salad shop', 'Soup restaurant']"
Mango's | Mexican and American Grill,wonderful food and very pleasent servers.,Valid,"The review describes a genuine dining experience at the restaurant, praising both the food quality and service. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to the Mexican and American restaurant.",,,,Mango's | Mexican and American Grill,"Wide-ranging Mexican fare, American staples & margaritas served in a casual, family-owned eatery.","['Mexican restaurant', 'American restaurant', 'Grill']"
Kohl's,Prices kinda high,Valid,"The review provides a genuine opinion about pricing at Kohl's department store, which is directly relevant to the shopping experience at this location. The 4-star rating is consistent with a mixed but generally positive assessment.",,,,Kohl's,"Chain department store offering a wide selection of brand-name clothing, accessories & homewares.",['Department store']
Popeyes Louisiana Kitchen,I really like popeyes they have the best fast food chicken you can get. In my opinion.,Valid,"The review describes a genuine opinion about the restaurant's chicken quality, which directly relates to Popeyes as a chicken restaurant. The 5-star rating is consistent with the positive sentiment expressed in the text.",,,,Popeyes Louisiana Kitchen,"Louisiana-accented fast-food chain known for its spicy fried chicken, biscuits & sides.","['Chicken restaurant', 'Cajun restaurant', 'Fast food restaurant', 'Restaurant', 'Seafood restaurant']"
Perkins Restaurant & Bakery,I love the muffins. Our breakfast place when we visit Fargo.,Valid,"The review describes a genuine dining experience at Perkins Restaurant & Bakery, mentioning specific items (muffins, breakfast) that align with the business description and category. The 4-star rating is consistent with the positive text about it being their regular breakfast place when visiting Fargo.",,,,Perkins Restaurant & Bakery,"Kid-friendly chain known for baked goods, breakfasts & other American standards in dinerlike digs.","['Restaurant', 'Bakery', 'Family restaurant']"
Subway,Fast and friendly service. Sandwiches are always consistent,Valid,"The review describes a genuine dining experience at Subway, mentioning specific aspects like service quality and food consistency that are relevant to a sandwich shop. The 5-star rating aligns with the positive feedback about fast, friendly service and consistent sandwiches.",,,,Subway,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.","['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
Fleet Farm,"Man's mall, they don't have it, you don't need it.",,,886.0,5.0,Failed after retries,Fleet Farm,"Retailer with a range of merchandise, including fishing gear, housewares & automotive parts.","['Department store', 'Fishing store', 'Hardware store', 'Home improvement store', 'Hunting store', 'Outdoor sports store', 'Pet supply store', 'Work clothes store']"
Dakota Farms Restaurant Rugby,Good food.  Good prices.  Would go back again.,Valid,"The review provides a genuine assessment of the restaurant experience, mentioning food quality, pricing, and intention to return. The 4-star rating is consistent with the positive feedback, and the content is directly relevant to an American restaurant.",,,,Dakota Farms Restaurant Rugby,,"['American restaurant', 'Banquet hall', 'Bar & grill']"
Target,Target drive up has changed my life!,Valid,"The review describes a genuine experience with Target's drive-up service, which is relevant to the retail store. The 5-star rating is consistent with the positive sentiment expressed about how the service has improved their experience.",,,,Target,,['Bus stop']
Little Caesars Pizza,Pizza is reasonably priced and taste good.,Valid,"The review describes a genuine experience with the pizza at Little Caesars, commenting on both price and taste. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to the pizza restaurant's offerings.",,,,Little Caesars Pizza,"Carry-out chain featuring chicken wings, signature breadsticks & pizza tossed from housemade dough.","['Fast food restaurant', 'American restaurant', 'Chicken wings restaurant', 'Pizza delivery', 'Pizza restaurant', 'Pizza Takeout']"
Johnny Carino's,Very good food at fair prices,Valid,"The review provides a genuine assessment of the restaurant experience, commenting on food quality and pricing, which is directly relevant to Johnny Carino's as an Italian chain restaurant. The 5-star rating is consistent with the positive feedback.",,,,Johnny Carino's,Classic Italian chain restaurant serving familiar & modern fare in a family-friendly setting.,['Restaurant']
Marcus Century Cinema,"Love this theater! The dream lounge seats are so comfortable, and they usually have new releases quickly.",Valid,"The review describes a genuine experience at the movie theater, mentioning specific features like 'dream lounge seats' and 'new releases', which are relevant to the cinema's services. The 5-star rating is consistent with the positive feedback.",,,,Marcus Century Cinema,Theater chain for mainstream films; most offer enhanced picture & sound & expanded dining options.,['Movie theater']
Crow Flies High State Recreation Area,Great views,Valid,"The review provides a genuine assessment of the recreation area, with 'Great views' being directly relevant to a park/tourist attraction, and the 5-star rating is consistent with the positive comment.",,,,Crow Flies High State Recreation Area,,"['Park', 'Tourist attraction']"
Margie's Art Glass Studio,So cool nice place.,Valid,"The review provides a genuine positive experience about the location with 'So cool nice place' which is relevant to an art glass studio, and the 4-star rating is consistent with the positive sentiment expressed.",,,,Margie's Art Glass Studio,,"['Stained glass studio', 'Espresso bar', 'Pottery store']"
Tomate Mexican Grill,Yummy food,Valid,"The review provides a genuine, positive assessment of the food quality at a Mexican restaurant, with a 4-star rating that aligns with the positive sentiment expressed in 'Yummy food'.",,,,Tomate Mexican Grill,,['Mexican restaurant']
Barnes & Noble,Love this place,Valid,"The review expresses a positive sentiment about Barnes & Noble with a 4-star rating. While brief, 'Love this place' is relevant to the bookstore location and reflects a genuine positive experience.",,,,Barnes & Noble,"Bookseller chain stocking housebrand eReader, plus a broad selection of titles for adults & kids.","['Book store', 'Cafe', 'Childrens book store', 'Hobby store', 'Toy store']"
Culver's,DELISH!,Valid,"The review expresses a positive sentiment about the food quality ('DELISH!') which is relevant to Culver's as a restaurant specializing in burgers and frozen custard. Despite being short, the text relates directly to the dining experience and is consistent with the 5-star rating.",,,,Culver's,Fast-food chain specializing in frozen custard & signature burgers made with Midwest beef & dairy.,"['American restaurant', 'Dessert restaurant', 'Fast food restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant', 'Sandwich shop']"
Walmart Supercenter,I've never had any problems returning stuff at Walmart and they pretty much have everything that the big city Walmart's have that some of it they don't have dog specialty items you'd have to have them pre-ordered,Valid,"The review describes a genuine experience with Walmart's return policy and inventory, which is directly relevant to the department store business. The 5-star rating is consistent with the positive experience described.",,,,Walmart Supercenter,,"['Department store', 'Clothing store', 'Craft store', 'Electronics store', 'Furniture store', 'Grocery store', 'Hardware store', 'Home goods store', 'Sporting goods store', 'Toy store']"
Shopko Hometown Grafton,Large selection and friendly employees,Valid,"The review describes a genuine shopping experience at the store, mentioning specific aspects like selection and employee service that are relevant to a retail establishment. The 5-star rating is consistent with the positive feedback.",,,,Shopko Hometown Grafton,,"['Home goods store', 'Clothing store', 'Discount store', 'General store']"
Würst Bier Hall,Great food and beer!,Valid,"The review describes a genuine experience at the German restaurant/beer hall, with positive feedback about food and beer that directly relates to the business category and description. The 5-star rating is consistent with the positive text.",,,,Würst Bier Hall,Bar with industrial decor offering beer along with sausages & other German-style pub grub.,"['German restaurant', 'Beer hall']"
Kitchen Gremlin,"It was ok. Everything was a little bit on the salty side, but nothing was bad. We will probably try it again.",Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific feedback about the food being salty, and indicates future visit intentions. The 3-star rating is consistent with the moderate positive sentiment expressed in the text.",,,,Kitchen Gremlin,"Collegial haunt with burgers & other casual bites & brews, plus video, board & card games.","['Breakfast restaurant', 'Restaurant']"
Gold Silver Exchange,"My Go to Place for Silver!  Always Friendly Staff! FIVE STARS!
Eric & Elly Quality Lawn Care",Advertisement,"The review appears to promote 'Eric & Elly Quality Lawn Care' which is completely unrelated to a jewelry store, suggesting the review is being used to advertise a lawn care business.",,,,Gold Silver Exchange,,['Jewelry store']
Buffalo Wild Wings,Great place to watch the fights,Valid,"The review describes a genuine experience at Buffalo Wild Wings, mentioning watching fights which aligns perfectly with the sports bar category and description of having 'lots of large-screen TVs'. The 5-star rating is consistent with the positive sentiment.",,,,Buffalo Wild Wings,Lively sports-bar chain dishing up wings & other American pub grub amid lots of large-screen TVs.,"['Chicken wings restaurant', 'American restaurant', 'Bar & grill', 'Takeout Restaurant', 'Restaurant', 'Sports bar']"
Duluth Trading Company,"Kinda spendy, but really nice!",Valid,"The review provides a genuine opinion about the clothing store, mentioning both price ('spendy') and quality ('really nice'), which is relevant to a clothing retailer. The 5-star rating is consistent with the overall positive sentiment despite noting higher prices.",,,,Duluth Trading Company,,"['Clothing store', ""Men's clothing store"", ""Women's clothing store""]"
Finish Line Burgers & Brew,Best burgers in Minot,Valid,"The review provides a genuine opinion about the burgers at a hamburger restaurant, with the 5-star rating consistent with the positive assessment. The text directly relates to the business category and describes the reviewer's experience with the food quality.",,,,Finish Line Burgers & Brew,,['Hamburger restaurant']
Cash Wise Foods,"Nice big store . Wish they would stock up more merchadise, always out of specials.",Valid,"The review describes a genuine shopping experience at the grocery store, mentioning store size and inventory issues with specials, which is relevant to the business category and provides constructive feedback.",,,,Cash Wise Foods,,"['Grocery store', 'Liquor store']"
Marlin's | Family Restaurant,"All I can say is if you're missing out on that breakfast buffet on the weekends, the one that runs for lunch, you really are missing out. That food is delicious, and it's hard enough to find an American all-you-can-eat any anywhere else so please feel free to try this as I give it a 5-star rating....",Valid,"The review describes a genuine dining experience at the family restaurant, specifically praising the weekend breakfast buffet. The content is highly relevant to the business (American restaurant/breakfast restaurant) and the 5-star rating is consistent with the positive feedback about the food quality.",,,,Marlin's | Family Restaurant,"American diner, one of a local chain, dishing up all-day breakfast, sandwiches, steaks & seafood.","['American restaurant', 'Breakfast restaurant', 'Family restaurant', 'Hamburger restaurant']"
Taco John's,"I like the grilled chicken potato burrito, Ole's with cheese.",Valid,"The review describes a genuine experience with specific menu items (grilled chicken potato burrito, Ole's with cheese) that are relevant to this Mexican/Tex-Mex fast-food restaurant. The 4-star rating is consistent with the positive tone of the review.",,,,Taco John's,"Fast-food chain featuring tacos, burritos, nachos & breakfasts mixing Mexican & Western flavors.","['Fast food restaurant', 'Breakfast restaurant', 'Diner', 'Mexican restaurant', 'Restaurant', 'Southwestern restaurant (US)', 'Tex-Mex restaurant']"
Rustad Recreation Center,Went to a kids birthday party here. Kids had a blast running around and playing. Staff was very friendly and very helpful. Everyone had a great time!!!,Valid,"The review describes a genuine experience at the recreation center, mentioning a kids birthday party, children playing, and positive interactions with staff. The 5-star rating is consistent with the positive experience described, and the content is directly relevant to a recreation center's services.",,,,Rustad Recreation Center,,['Recreation center']
Blarney Stone Pub- Bismarck,Great IPA,Valid,"The review mentions 'Great IPA' which is directly relevant to the Irish pub/pub business category, and the 5-star rating is consistent with the positive comment about their beer selection.",,,,Blarney Stone Pub- Bismarck,Irish favorites join hearty American pub fare in this dark-wood & stone tavern with a fireplace.,"['Irish pub', 'European restaurant', 'Pub']"
Players Sports Bar & Grill,I've only been here twice and both times customer service and food was horrible. I will not be coming back.,Valid,"The reviewer describes their direct experience visiting the location twice, providing specific feedback about customer service and food quality. Despite the negative sentiment and 1-star rating, this represents a genuine review based on actual visits to the sports bar.",,,,Players Sports Bar & Grill,"A varied menu is served in a relaxed dining room, while the bar area offers many TVs showing sports.",['Bar & grill']
CHI St. Alexius Health Williston,"The reviews are scary as all get out so I wasn't expecting a whole lot. Took my 8 year old in and the nurse's were all great and we were in and out in a hour with a prescription.

Review update 2019:
You are in and out quicker than any hospital I have ever been to so that is a plus. The con here is how much you are being charged. Watch your bill closely. They will charge you a grand for a doctor coming in your room so make sure he/she actually walks in there and talks to you because I've been charged that and no actual doctor ever came in my room.",Valid,"The review describes genuine experiences at the hospital, including specific details about nursing staff, wait times, and billing practices. The content is directly relevant to the healthcare services provided by the hospital, and the 5-star rating aligns with the overall positive experience described despite some concerns about billing.",,,,CHI St. Alexius Health Williston,,['Hospital']
Moxie Java,Good seevice,Valid,"The review provides a genuine assessment of the service quality at the coffee shop, with a 5-star rating that aligns with the positive comment 'Good seevice' (despite the typo). The review is relevant to the cafe business.",,,,Moxie Java,,['Coffee shop']
Brunsdale Baseball Park,This is the best place to play pickleball and they have a great playing area for kids.,Irrelevant,"The review discusses pickleball and kids' playing areas, but the business is categorized as a 'Baseball field' and named 'Brunsdale Baseball Park'. The review content is unrelated to baseball activities at this location.",,,,Brunsdale Baseball Park,,['Baseball field']
Tokyo Japanese Steakhouse,Never had a bad experience here,Valid,"The review describes a positive dining experience at a Japanese restaurant, and the 5-star rating is consistent with the statement about never having a bad experience there.",,,,Tokyo Japanese Steakhouse,,['Japanese restaurant']
Sakura,Good was good. Service and price not so much,Valid,"The review provides a genuine assessment of the restaurant experience, commenting on food quality, service, and pricing, which are all relevant aspects of dining at a Japanese restaurant. The 2-star rating aligns with the mixed feedback (good food but poor service and pricing).",,,,Sakura,"Upscale-casual Japanese restaurant offering sushi, kitchen fare & hibachi meals cooked tabletop.","['Japanese steakhouse', 'Steak house', 'Sushi restaurant']"
Panda Express,Good fresh food.,Valid,"The review describes a genuine dining experience at Panda Express, commenting on the food quality ('Good fresh food') which is directly relevant to the restaurant's service. The 5-star rating is consistent with the positive assessment.",,,,Panda Express,"Fast-food chain for Chinese standards, including some health-conscious options.","['Chinese restaurant', 'Asian restaurant', 'Restaurant']"
Clubhouse Hotel & Suites,Nice hotel,Valid,"The review provides a genuine, positive assessment of the hotel with a 4-star rating that is consistent with the comment 'Nice hotel'. The text is directly relevant to the business category and description.",,,,Clubhouse Hotel & Suites,"Rustic-chic hotel with relaxed quarters & an indoor pool, plus free breakfast & an airport shuttle.","['Hotel', 'Event venue', 'Wedding venue']"
Gateway Hyundai,Attentive service people. Comfortable waiting area with digital plugins and cookies!,Valid,"The review describes a genuine experience at the Hyundai dealership, mentioning specific aspects like attentive service staff and amenities in the waiting area (digital plugins and cookies). The 5-star rating is consistent with the positive feedback about the service experience.",,,,Gateway Hyundai,,"['Hyundai dealer', 'Chauffeur service', 'Oil change service']"
Arby's,The food was good but the service was very unfriendly.,Valid,"The review describes a genuine dining experience at Arby's, commenting on both the food quality and service, which are relevant aspects of a fast-food restaurant visit.",,,,Arby's,"Fast-food chain, known for its roast beef, serving up hot & cold sandwiches, fries & shakes.","['Fast food restaurant', 'American restaurant', 'Deli', 'Takeout restaurant', 'Sandwich shop']"
Hugo's Family Marketplace,Place is awesome. I love shopping there.. I get a mailer with coupons... awesome deals.. Best prices on milk.. Since I have been in ND..,Valid,"The review describes a genuine shopping experience at the grocery store, mentioning specific aspects like prices on milk, deals, and coupons, which are all relevant to a grocery store/supermarket business.",,,,Hugo's Family Marketplace,,"['Grocery store', 'Bakery', 'Bank', 'Deli', 'Delivery service', 'Flower designer', 'Meat products', 'Pharmacy', 'Produce market', 'Supermarket']"
Culver's,Good burgers better desserts.,Valid,"The review describes a genuine experience with the restaurant's food offerings (burgers and desserts), which directly relates to Culver's business as a fast-food chain known for burgers and frozen custard. The 5-star rating is consistent with the positive assessment.",,,,Culver's,Fast-food chain specializing in frozen custard & signature burgers made with Midwest beef & dairy.,"['American restaurant', 'Dessert restaurant', 'Fast food restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant', 'Sandwich shop']"
Holiday Estates,Friendly,Valid,"The review provides a positive assessment ('Friendly') of the mobile home park with a 5-star rating. While brief, the comment is relevant to evaluating the service or atmosphere at Holiday Estates and represents a genuine experience.",,,,Holiday Estates,,['Mobile home park']
O'Reilly Auto Parts,"Courtesy, professionalism, variety and ease of shopping can describe my experience here. The staff are incredibly helpful and always steering me in the right direction.",Valid,"The review describes a genuine shopping experience at an auto parts store, with specific praise for staff helpfulness and service quality. The 5-star rating is consistent with the positive experience described, and the content is directly relevant to the business category and services.",,,,O'Reilly Auto Parts,,"['Auto parts store', 'Auto body parts supplier', 'Car battery store', 'Car repair and maintenance', 'Car stereo store', 'Motorcycle parts store', 'Trailer supply store', 'Truck accessories store']"
North Softball Complex,Shaded Playground...,Valid,"The review mentions a 'Shaded Playground' which is relevant to a sports complex facility, as sports complexes commonly have playground areas for families. The 5-star rating is consistent with the positive mention of the playground feature.",,,,North Softball Complex,,['Sports complex']
McDonald's,My fries are always old/cold,Valid,"The review describes a genuine experience with the food quality at McDonald's. The complaint about cold/old fries is directly relevant to the fast-food restaurant's service and products, and the 2-star rating is consistent with the negative feedback about food quality.",,,,McDonald's,,['Fast food restaurant']
Walmart Supercenter,Just don't like this walmart,Valid,"The review expresses a genuine opinion about the specific Walmart location with a 3-star rating that matches the lukewarm sentiment. Despite being brief, it directly relates to the business and represents a legitimate customer experience.",,,,Walmart Supercenter,,"['Department store', 'Clothing store', 'Craft store', 'Electronics store', 'Furniture store', 'Grocery store', 'Hardware store', 'Home goods store', 'Sporting goods store', 'Toy store']"
Walmart Supercenter,Store with many choices and open often,Valid,"The review describes a genuine experience at Walmart, mentioning relevant aspects like product variety ('many choices') and operating hours ('open often'), which are appropriate for a department store/supercenter.",,,,Walmart Supercenter,,"['Department store', 'Clothing store', 'Craft store', 'Electronics store', 'Furniture store', 'Grocery store', 'Hardware store', 'Home goods store', 'Sporting goods store', 'Toy store']"
Giotto's,Always friendly and great pizza,Valid,"The review describes a genuine experience at a pizza restaurant, mentioning both the service quality ('friendly') and the food quality ('great pizza'), which is directly relevant to the business category and consistent with the 5-star rating.",,,,Giotto's,,['Pizza restaurant']
Bird Dog Brewing,This little brewery is amazing!!! If your looking for a cold one on a sunday this is your place! You wont be disappointed!,Valid,"The review describes a genuine experience at the brewery, praising the establishment and recommending it for drinks. The 5-star rating is consistent with the positive text, and the content is directly relevant to a brewery's services.",,,,Bird Dog Brewing,,"['Brewery', 'Beer distributor']"
Sara Lee Bakery Group Inc,nicest employees here!,Valid,"The review describes a genuine experience about the employees at the bakery, which is relevant to the business. The 4-star rating is consistent with the positive feedback about staff friendliness.",,,,Sara Lee Bakery Group Inc,,['Bakery']
Tacos Trompo,Very good portions on the tacos. Love the place.The corn was my fav.,Valid,"The review describes a genuine dining experience at the Mexican restaurant, mentioning specific food items (tacos, corn) and expressing satisfaction with portions and the place overall. The 5-star rating is consistent with the positive feedback.",,,,Tacos Trompo,,['Mexican restaurant']
Osaka | Sushi & Hibachi,Delicious and fun to the max,Valid,"The review describes a positive dining experience ('Delicious and fun') that is relevant to the Japanese restaurant, and the 5-star rating is consistent with the positive sentiment expressed.",,,,Osaka | Sushi & Hibachi,Traditional Japanese steakhouse & sushi bar featuring entertaining hibachi chefs & quaint surrounds.,['Japanese restaurant']
La Carreta Mexican Restaurant,"Good food, good service",Valid,"The review provides a genuine assessment of the restaurant experience, mentioning both food quality and service, which are directly relevant to a Mexican restaurant. The 5-star rating is consistent with the positive feedback.",,,,La Carreta Mexican Restaurant,,"['Mexican restaurant', 'Latin American restaurant']"
Applebee's Grill + Bar,One of our favorite place to go out to eat! Always really good service and good food!,Valid,"The review describes a genuine dining experience at Applebee's, mentioning good service and food quality. The 5-star rating is consistent with the positive text, and the content is directly relevant to the restaurant's business as a full-service bar & grill.",,,,Applebee's Grill + Bar,Full-service chain bar & grill providing hearty American eats in an informal setting.,"['Restaurant', 'American restaurant', 'Bar & grill', 'Diner', 'Family restaurant', 'Hamburger restaurant', 'Steak house', 'Traditional American restaurant']"
Speedway Restaurant,Good food,Valid,"The review provides a genuine assessment of the food quality at the restaurant, and the 4-star rating is consistent with the positive comment 'Good food'. Despite being brief, the review is directly relevant to the restaurant's primary service.",,,,Speedway Restaurant,,"['Restaurant', 'Steak house']"
Sweet Dreams Confections,Huge selection of variety of snack and candy options. The owner is helpful and genuine! Prices are competitive. My 5 y/o grabbed a bag of bulk unwrapped candy at a reasonable price that was fresh (read: gummy candies weren't hard & over-chewy),Valid,"The review describes a genuine shopping experience at the confectionery, mentioning specific details like candy selection, owner interaction, pricing, and product quality. The 5-star rating is consistent with the positive experience described.",,,,Sweet Dreams Confections,,['Confectionery']
GNC,Helpful staff looked up our purchase history to help me get what i was looking for,Valid,"The review describes a genuine shopping experience at GNC, mentioning helpful staff and purchase history assistance, which is relevant to a vitamin and supplements store. The 4-star rating is consistent with the positive experience described.",,,,GNC,"Retail chain selling health- & sports-related vitamins, supplements & herbs, plus drinks & snacks.","['Vitamin & supplements store', 'Health food store']"
Ramada by Wyndham Fargo,This place has the dirtiest pool are I have ever seen. The ceiling fans had a good inch of dust. Popcorn on ceiling pelling off.,Valid,"The review describes a genuine experience at the hotel, mentioning specific facilities (pool area, ceiling fans) that are relevant to the hotel's amenities. Despite the 1-star rating and negative tone, the reviewer provides concrete details about cleanliness issues they observed during their visit.",,,,Ramada by Wyndham Fargo,"Laid-back rooms & suites in a relaxed hotel offering free breakfast, an indoor pool & a casino.","['Hotel', 'Lodge']"
Taco Bell,Food was ok,Valid,"The review provides a genuine assessment of the food quality at Taco Bell, with a 3-star rating that aligns with the neutral 'ok' description. The content is directly relevant to the restaurant experience.",,,,Taco Bell,"Fast-food chain serving Mexican-inspired fare such as tacos, quesadillas & nachos.","['Fast food restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Lunch restaurant', 'Takeout Restaurant', 'Mexican restaurant', 'Restaurant', 'Taco restaurant', 'Tex-Mex restaurant', 'Vegetarian restaurant']"
Arrowhead Shopping Center,Nice,Irrelevant,"The review text 'Nice' is extremely short and vague, providing no specific details about the shopping center experience, facilities, or services that would indicate genuine engagement with the location.",,,,Arrowhead Shopping Center,,['Shopping mall']
Far East Buffet,Haven't been in a long while,Valid,"The review expresses a genuine past experience with the restaurant ('Haven't been in a long while'), indicating the reviewer has visited before but not recently. The 3-star rating and brief comment suggest a neutral sentiment about their previous visits, which is a valid form of review feedback.",,,,Far East Buffet,"Unfussy, all-you-can-eat buffet offering a Mongolian grill, plus Cantonese, Szechuan & Hunan dishes.","['Buffet restaurant', 'Asian restaurant', 'Chinese restaurant']"
Butterhorn,"Excellent! Beautiful atmosphere! Fancy!  Loved the butter horns. The walleye was exceptional.  The chicken au vin was a symphony on my tastebuds.  This place is perfect for that special date night, Valentine’s Day, any day!  Arriving you enter beautiful velvet drapes with crystal chandeliers on both sides.  Savor and drink up the atmosphere.  ❤️❤️❤️❤️❤️",Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific food items (butter horns, walleye, chicken au vin), atmosphere details (velvet drapes, crystal chandeliers), and context (date night, Valentine's Day). The 5-star rating is consistent with the highly positive language and detailed experience description.",,,,Butterhorn,"Warm eatery in a storied space serving European-inspired New American plates, wine & cocktails.","['Restaurant', 'American restaurant', 'Bar', 'Fine dining restaurant']"
Muddy Paws Pet Spa and Grooming,"Been going to Danica (Fancy Paws) for years, she is setup within and/or associated with Muddy Paws? I haven't utilized the place as much as I could, but the facility is super nice and the staff is awesome; friendly, helpful, and knowledge.",Valid,"The review describes a genuine experience with the pet grooming services at the location. The reviewer mentions their long-term relationship with a groomer (Danica/Fancy Paws) associated with Muddy Paws, and provides positive feedback about the facility, staff friendliness, helpfulness, and knowledge. The 5-star rating is consistent with the positive content, and the review is directly relevant to the pet grooming business.",,,,Muddy Paws Pet Spa and Grooming,,['Pet groomer']
Space Aliens Grill & Bar,Adaquit food. Fair prices. Service was ok. Bathroom floors were really sticky.,Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific aspects like food quality, prices, service, and facility conditions (bathroom floors). The 3-star rating is consistent with the mixed feedback provided.",,,,Space Aliens Grill & Bar,"Mini-chain family eatery with an outer-space theme serving burgers, BBQ & galactic comfort food.",['Bar & grill']
Dakota Veterinary Hospital,They were able to offer their services in a timely manner and great at understanding.,Valid,"The review describes a genuine experience with veterinary services, mentioning timely service and good communication/understanding, which directly relates to the veterinary hospital business. The 5-star rating is consistent with the positive feedback.",,,,Dakota Veterinary Hospital,,['Veterinarian']
Great Clips,This is my go to place for quality cuts!,Valid,"The review describes a genuine experience at the hair salon, mentioning 'quality cuts' which directly relates to the business description and category. The 5-star rating is consistent with the positive feedback.",,,,Great Clips,Casual salon offering haircuts for adults & kids along with professional styling products for sale.,"['Hair salon', 'Beauty salon']"
Best Buy,Very small best buy not much to select from  CD.s,Valid,"The review describes a genuine experience at Best Buy, commenting on the store's size and selection of CDs, which is relevant to an electronics/music store. The 3-star rating is consistent with the mixed feedback about limited selection.",,,,Best Buy,"Chain retailer with a large array of brand-name electronics, computers, appliances & more.","['Electronics store', 'Appliance store', 'Computer store', 'Home theater store', 'Music store', 'Video game store', 'Video store']"
Mango's | Mexican and American Grill,"Quick , hot delicious, reasy prices",Valid,"The review describes a genuine dining experience with positive comments about the food quality ('hot delicious') and pricing ('reasy prices' likely meaning 'reasonable prices'). The 4-star rating is consistent with the positive feedback, and the content is directly relevant to the Mexican and American restaurant.",,,,Mango's | Mexican and American Grill,"Wide-ranging Mexican fare, American staples & margaritas served in a casual, family-owned eatery.","['Mexican restaurant', 'American restaurant', 'Grill']"
Buffalo Wings & Rings,Food was great. Need to go up a spice level if you like spicy food (ordered medium wings but they were mild). Good game day deals and portions. They give goldfish to kiddos while they wait which was awesome for our little guy! Service wasn't fantastic but they were also busy.,Valid,"The review describes a genuine dining experience at Buffalo Wings & Rings, providing specific details about the food quality, spice levels, service, and family-friendly amenities. The content is directly relevant to the restaurant's offerings as a chicken wings restaurant and sports bar, and the 4-star rating is consistent with the mixed but generally positive feedback provided.",,,,Buffalo Wings & Rings,"Modern sports bar with a wide range of wing flavors, plus other pub eats & kids' deals.","['Chicken wings restaurant', 'Restaurant', 'Sports bar']"
Insomnia Cookies,Use bowls instead of plates with the ice cream. Other than that so tasty.,Valid,"The review provides genuine feedback about the ice cream service at Insomnia Cookies, suggesting to use bowls instead of plates, and compliments the taste. This is relevant to the business as it's described as a bakery chain that sells ice cream, and the category includes 'Ice cream shop'.",,,,Insomnia Cookies,"Bakery chain known for late-night deliveries, with some locations selling ice cream.","['Cookie shop', 'Dessert shop', 'Ice cream shop']"
Hobby Lobby,Did not have doll heads. Did deceide to look elsewhere.,Valid,"The review describes a genuine shopping experience at Hobby Lobby, where the customer was looking for a specific craft item (doll heads) that wasn't available. This is relevant to the business as a craft/hobby store, and the 3-star rating reflects a neutral experience.",,,,Hobby Lobby,"Chain carrying a variety of arts & crafts materials, plus party supplies, fabric & home-decor items.","['Craft store', 'Corporate office', 'Fabric store', 'Hobby store', 'Home goods store', 'Picture frame shop', 'Scrapbooking store']"
McDonald's,"I watched 5 consecutive customers get their food order only to return it because they were all wrong. My order was so messed up that the manager threw it all away and redid the order, plus gave me a refund. Working at McDonald's is not a high tech job. Doesn't require a great amount of knowledge and skills, yet the young people who work at this particular franchise either doesn't care or doesn't have the ability to do an acceptable job in an entry level position.  In my professional career, if my work was so careless, i would end up in jail.",Valid,"The review describes a genuine experience at McDonald's, detailing specific issues with order accuracy, interaction with management, and service quality. The 2-star rating is consistent with the described negative experience at this fast-food restaurant.",,,,McDonald's,,['Fast food restaurant']
Dakota Prairie Veterinary Services,Great place friendly staff,Valid,"The review provides a genuine positive experience about the veterinary service, mentioning friendly staff which is relevant to the business category 'Veterinarian'. The 5-star rating is consistent with the positive feedback.",,,,Dakota Prairie Veterinary Services,,['Veterinarian']
