business_name,text,predicted_label,prediction_reason,index,rating,error,name,description,category
Lizs Grill,"(Translated by Google) Good place for breakfast

(Original)
Buen lugar para desayunar",Valid,"The review provides a genuine experience about breakfast at the restaurant. The positive comment 'Good place for breakfast' is directly relevant to the business category (Restaurant, Fast food restaurant) and the 5-star rating is consistent with the positive feedback.",,,,Lizs Grill,,"['Restaurant', 'Fast food restaurant', 'Takeout Restaurant', 'Sandwich shop']"
Denton Police Department,"Horrible, horrible police officers. Move away before calling the cops. These people will come attack you too.",Valid,"This is a genuine negative review expressing dissatisfaction with police services. Despite the harsh criticism and 1-star rating, the content is directly relevant to the police department and appears to be based on the reviewer's experience or perception of the service quality.",,,,Denton Police Department,,['Police department']
99 Ranch Market,This place is awesome! It would be worth going just for the produce section. Ramen selection for days!,Valid,"The review describes a genuine shopping experience at an Asian supermarket, specifically mentioning the produce section and ramen selection, which are relevant to the business category and description. The 5-star rating is consistent with the positive feedback.",,,,99 Ranch Market,"Asian supermarket chain carrying imported specialty foods plus meat, seafood, produce & baked goods.","['Asian grocery store', 'Supermarket']"
El Palenque Mexican Restaurant,Atmosphere is nice service was great but the food was just okay,Valid,"The review provides a genuine assessment of the restaurant experience, covering atmosphere, service, and food quality, which are all relevant aspects of dining at a Mexican restaurant. The 3-star rating is consistent with the mixed feedback (positive atmosphere and service, but mediocre food).",,,,El Palenque Mexican Restaurant,Vibrant eatery with handmade tamales also serves large portions of Tex-Mex faves & margaritas.,"['Mexican restaurant', 'Restaurant', 'Tex-Mex restaurant']"
Viva Villa,"(Translated by Google) A lousy staff they have is a not recommended place and Mexican do not have anything very arrogant waitresses this was my first and last time in that place thanks

(Original)
Un pésimo personal que tienen es un no recomendable lugar y de mexicano no tienen nada las meseras muy arrogantes está fue mi primera y última vez en ese lugar gracias",Valid,"The review describes a genuine dining experience at the Mexican restaurant, with specific complaints about staff service and waitresses. Despite the negative 1-star rating, the reviewer clearly visited the location and provides relevant feedback about the restaurant experience.",,,,Viva Villa,"Counter-serve Mexican joint with creative tacos & agave wine margaritas, plus outdoor seating & TVs.",['Mexican restaurant']
Spotts Park,Great park. Dont leave anything in you car. Your windows will be smashed. The parking lot is littered with broken glass.,Valid,"The review provides a genuine experience about visiting Spotts Park, mentioning both positive aspects (calling it a 'great park') and legitimate safety concerns about car break-ins in the parking lot. The content is directly relevant to the park location and provides useful information for other visitors.",,,,Spotts Park,"City park featuring trails, a playground & tennis & basketball courts, plus facilities.","['Park', 'Dog park', 'Tourist attraction']"
The Spirit Grille,"Love the vibes here, food was great, karaoke night was awesome when I was here with a group of friends",Valid,"The review describes a genuine dining and entertainment experience at The Spirit Grille, mentioning food quality, karaoke night, and visiting with friends. This aligns well with the business description as a sports bar offering karaoke activities and American pub fare. The 5-star rating is consistent with the positive experience described.",,,,The Spirit Grille,"Poker, trivia & karaoke round out the activities at this sports hive serving American pub fare.","['Restaurant', 'Sports bar']"
El Palenque Mexican Restaurant,"Manager and staff are courteous, but that's about the only positives. $3.00 for tea-- each-- . It was $12.00 for a chimichonga-- Without any cheese- none on top- none inside-. Was told I can have cheese on top for $2.00 more-- No seasoning- deep fried chicken cubes-- rest of food was very fresh, but overpriced and bland. Never again...",Valid,"The review describes a genuine dining experience at the Mexican restaurant, providing specific details about food items (chimichanga, tea), prices ($3.00 for tea, $12.00 for chimichanga), service quality, and food characteristics (lack of cheese, seasoning, deep fried chicken). The 1-star rating is consistent with the negative experience detailed in the review.",,,,El Palenque Mexican Restaurant,Vibrant eatery with handmade tamales also serves large portions of Tex-Mex faves & margaritas.,"['Mexican restaurant', 'Restaurant', 'Tex-Mex restaurant']"
Los Tios,"My favorite for local Tex Mex. Best mangos margaritas and cheese enchiladas.
Outstanding service, food consistency and quality. Friendly staff. Happy hour with free chips and queso. Come on by!!",Valid,"The review describes a genuine dining experience at a Mexican restaurant, mentioning specific menu items (margaritas, cheese enchiladas, chips and queso) that align with the business description and category. The 5-star rating is consistent with the positive feedback about food, service, and staff.",,,,Los Tios,Outpost of a casual local chain eatery serving Mexican & Tex-Mex favorites & margaritas since 1970.,"['Restaurant', 'Latin American restaurant', 'Mexican restaurant', 'Tex-Mex restaurant']"
Save-A-Lot,Shopped there one time and never again!,Valid,"The review describes a genuine shopping experience at the grocery store with a clear negative sentiment that matches the 1-star rating. The reviewer states they shopped there once, indicating they actually visited the location.",,,,Save-A-Lot,Discount supermarket chain carrying brand-name & private-label grocery items.,"['Grocery store', 'Supermarket']"
Fragrance Outlet,They were high just as soon buy  at Dillard's,Valid,"The review compares the pricing at Fragrance Outlet to Dillard's, suggesting the prices are high and recommending buying elsewhere instead. This is a legitimate price comparison relevant to the perfume store business, despite the poor grammar and 2-star rating.",,,,Fragrance Outlet,,['Perfume store']
Buca di Beppo Italian Restaurant,Come hungry!,Valid,"The review 'Come hungry!' is short but relevant to an Italian restaurant, as it suggests the restaurant serves generous portions or satisfying food, which aligns with the business description of 'family-style Italian fare'. The 5-star rating is consistent with the positive recommendation.",,,,Buca di Beppo Italian Restaurant,Chain serving family-style Italian fare in a kitschy setting featuring red-&-white tablecloths.,['Italian restaurant']
Porters Mill by D.R. Horton,I love our home.,Valid,"The review expresses genuine satisfaction with their home from this home builder/housing development, and the 5-star rating is consistent with the positive sentiment about their personal experience living there.",,,,Porters Mill by D.R. Horton,,"['Home builder', 'Housing development']"
Circuit of the Americas,"Sometimes the events really have it together, sometimes not. You're not going here without spending $100. Parking can be quite a pain. Food and drinks are pretty expensive.  The track is pretty cool, and most of the races are fun. They definitely need more shade from the sun.",Valid,"The review provides a genuine experience about visiting Circuit of the Americas, discussing specific aspects like events, parking, food/drink prices, the track itself, races, and facilities (shade). The 3-star rating aligns with the mixed positive and negative feedback about the venue.",,,,Circuit of the Americas,"Besides the U.S. Grand Prix, this 3.4-mile racetrack hosts concerts in its Austin360 Amphitheater.","['Car racing track', 'Live music venue', 'Sports activity location', 'Tourist attraction']"
Souper Salad,Wonderful !!!,Valid,"The review expresses genuine positive sentiment about the restaurant experience with a 5-star rating and enthusiastic comment, which is consistent and relevant to the salad/buffet restaurant.",,,,Souper Salad,"Buffet-style chain highlighting soups, salads & loaded baked potatoes in a utilitarian setting.",['Restaurant']
La Real Michoacana I,"I LOVE THIS ICE CREAM SHOP ""PALETERIA""
EVERYTHING IS SOOOO GOOD ESPECIALLY THE ICE CREAM.😍🤗🍦🍨",Valid,"The review describes a genuine positive experience at an ice cream shop, with the reviewer expressing love for the paleteria and specifically praising the ice cream. The 5-star rating is consistent with the enthusiastic positive sentiment, and the content is directly relevant to the business category and description.",,,,La Real Michoacana I,Dessert shop providing health-conscious ice cream made from fruit & other Latin American offerings.,"['Ice cream shop', 'Dessert shop']"
McDonald's,Love it,Valid,"The review expresses a positive sentiment ('Love it') about McDonald's with a 5-star rating, which is consistent and relevant to the fast-food restaurant. Although brief, the text relates to the business and represents a genuine experience.",,,,McDonald's,"Classic, long-running fast-food chain known for its burgers & fries.",['Fast food restaurant']
Dairy Queen,Good fast food..,Valid,The review provides a genuine assessment of the fast food experience with a 4-star rating that aligns with the positive comment. The text is relevant to Dairy Queen's business category as a fast food restaurant.,,,,Dairy Queen,,['Fast food restaurant']
Jack in the Box,The food is good but I have got better food in other jack's  the tacos were cold that's my only complaint  good costumer service.,Valid,"The review describes a genuine dining experience at Jack in the Box, mentioning specific food items (tacos) that align with the restaurant's menu, provides balanced feedback about food quality and customer service, and the 4-star rating is consistent with the mixed but overall positive review content.",,,,Jack in the Box,"Burgers, chicken, tacos & breakfast items fill out the menu at this fast-food chain.","['Fast food restaurant', 'Breakfast restaurant', 'Chicken restaurant', 'Hamburger restaurant']"
Kirkland's,Is Al right,Irrelevant,"The review text 'Is Al right' is completely unrelated to the home decor retail store. It appears to be asking about a person named Al, which has no connection to Kirkland's business of selling home goods, furniture, or bedding.",,,,Kirkland's,"Retail chain with a wide assortment of home-decor items & gifts, including pillows, art & bedding.","['Home goods store', 'Bedroom furniture store', 'Furniture store']"
K TOWN AUTO,The guy was very nice and understanding moved the truck out for me and stuff  thanks K- Town,Valid,"The review describes a genuine experience at the car dealer location, mentioning specific helpful service (moving a truck) and expressing gratitude. The 5-star rating is consistent with the positive feedback about the staff's helpfulness.",,,,K TOWN AUTO,,['Car dealer']
Jack in the Box,Very clean and food was fresh the staff were very nice!,Valid,"The review describes a genuine dining experience at Jack in the Box, commenting on cleanliness, food freshness, and staff friendliness. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to the fast-food restaurant.",,,,Jack in the Box,"Burgers, chicken, tacos & breakfast items fill out the menu at this fast-food chain.","['Fast food restaurant', 'Breakfast restaurant', 'Chicken restaurant', 'Hamburger restaurant']"
Chuy's,"Chuy's is chuy's. Ambiance is kickback and chill. May be a Covid thing but initially the service was slow from door to table, even though the place was near empty. After we were seated and our waitress showed up, it was great service. Food isTex-Mex, not authentic Mexican food. Lots of good eats and drinks.",Valid,"The review provides a genuine dining experience at Chuy's, discussing relevant aspects like ambiance, service, and food quality. The content directly relates to the Tex-Mex restaurant category and describes specific details about the visit including service timing and food type.",,,,Chuy's,"Chain serving ""big as yo' face"" burritos & other Tex-Mex dishes in kitschy, Elvis-heavy settings.","['Tex-Mex restaurant', 'Mexican restaurant']"
Wings N' More,Recommend it for everyone to try it out at least one time.,Valid,"The review provides a genuine recommendation for the restaurant with a 4-star rating that is consistent with the positive sentiment. The text is relevant to the business as it's recommending people try the restaurant, which aligns with the chicken wings restaurant category.",,,,Wings N' More,,"['Chicken wings restaurant', 'Restaurant']"
Beck & Masten Kia,quick oil change and multi point inspection of vehicle.,Valid,"The review describes a genuine service experience at a Kia dealership, mentioning specific automotive services (oil change and vehicle inspection) that are directly relevant to the business category and typical services offered by auto dealers and repair shops.",,,,Beck & Masten Kia,,"['Kia dealer', 'Auto body shop', 'Auto parts store', 'Auto repair shop', 'Car accessories store', 'Car dealer', 'Car leasing service', 'Used car dealer', 'Used truck dealer']"
Little Czech Bakery,Worse kolaches I have ever eaten!!! They're aweful!!,Valid,"The review describes a genuine experience with kolaches at a bakery. Despite the negative sentiment and 1-star rating, the reviewer is commenting on the bakery's products (kolaches), which is directly relevant to the business category and offerings.",,,,Little Czech Bakery,"Traditional pastries, cookies & pies in a 24-hour outpost next to a liquor shop & gas station.",['Bakery']
Joe Hudson's Collision Center,Wonderful people great work,Valid,"The review provides a genuine experience about the auto repair service, praising both the people and work quality, which is directly relevant to the business category of auto repair/body shop.",,,,Joe Hudson's Collision Center,,"['Auto body shop', 'Auto repair shop']"
Freddy's Frozen Custard & Steakburgers,Excellent hamburger and fries.  Yummy.,Valid,"The review describes a genuine dining experience at the restaurant, praising the hamburger and fries which directly relates to the business category as a hamburger restaurant and fast food establishment. The 5-star rating is consistent with the positive feedback.",,,,Freddy's Frozen Custard & Steakburgers,"Retro-style chain for steakburgers, hot dogs & other fast-food staples, plus frozen custard.",['Hamburger restaurant']
Academy Sports + Outdoors,Awesome store,Valid,"The review provides a genuine positive evaluation of the sporting goods store with a 5-star rating that matches the positive sentiment. While brief, the comment 'Awesome store' is relevant to the business category and description.",,,,Academy Sports + Outdoors,"Sporting goods chain selling athletic apparel & footwear, plus outdoor gear & fitness equipment.","['Outdoor sports store', 'Clothing store', 'Exercise equipment store', 'Gun shop', 'Hunting and fishing store', 'Shoe store', 'Sportswear store']"
Sylvan Thirty Apartments,Lots of good places to eat!,Irrelevant,"The review text 'Lots of good places to eat!' is about nearby restaurants rather than the apartment complex itself. The content does not relate to apartment living, rental services, or the building facilities, making it irrelevant to the business category and name.",,,,Sylvan Thirty Apartments,,"['Apartment complex', 'Apartment building', 'Apartment rental agency']"
Jack Brooks Park,Love this park,Valid,The review expresses a genuine positive sentiment about the park with a 5-star rating that matches the positive text. The content is directly relevant to the location as it's reviewing a park.,,,,Jack Brooks Park,"County park with hiking & mountain-biking trails, an archery range, sports fields & a rodeo arena.","['Park', 'Tourist attraction']"
Rosa's Café & Tortilla Factory,Portion size is below average. food taste good,Valid,"The review provides a genuine assessment of the restaurant experience, commenting on portion size and food taste, which are directly relevant to Rosa's Café & Tortilla Factory as a Tex-Mex restaurant. The 3-star rating is consistent with the mixed feedback (good taste but below average portions).",,,,Rosa's Café & Tortilla Factory,Fast-food chain featuring classic Mexican dishes & housemade tortillas in festive surroundings.,"['Restaurant', 'Takeout restaurant', 'Tex-Mex restaurant']"
Whataburger,Ran in for a quick breakfast to go on our way to Beaumont from the Lakes. Order was perfect.,Valid,"The review describes a genuine dining experience at Whataburger, mentioning ordering breakfast to-go and that the order was perfect. The 4-star rating is consistent with the positive experience described, and the content is directly relevant to the fast-food restaurant.",,,,Whataburger,,['Restaurant']
Village Inn,I would like to take the time to recognize Desiree not being our server she took the time to order our drinks. i appreciate her good customer service skills. my compliments to the whole staff good job,Valid,"The review describes a genuine dining experience at the restaurant, specifically praising a staff member named Desiree and the overall service. The content is relevant to the American restaurant's service quality, and the 5-star rating aligns with the positive feedback about customer service.",,,,Village Inn,Family-friendly chain serving homestyle American classics such as chicken-fried steak & pot pie.,"['Breakfast restaurant', 'American restaurant', 'Bakery', 'Restaurant']"
Brew's Lee Tea,"Delicious drinks and very friendly staff, adorable place",Valid,"The review describes a genuine experience at the tea house, mentioning drinks and staff which are directly relevant to a cafe/tea house business. The 5-star rating is consistent with the positive feedback about the drinks, staff, and atmosphere.",,,,Brew's Lee Tea,Low-key cafe serving Taiwanese bubble tea drinks alongside matcha & assorted classic varietals.,"['Cafe', 'Tea house']"
Pasha Mediterranean Grill Selma,Amazing food for low prices. The service was great and the restaurant was wll maintained.,Valid,"The review describes a genuine dining experience at the Mediterranean restaurant, mentioning food quality, prices, service, and restaurant maintenance. The 5-star rating is consistent with the positive feedback about the food and service.",,,,Pasha Mediterranean Grill Selma,"Popular spot serving Eastern Mediterranean fare (gyros, kebabs, falafel & more) in a casual setting.","['Mediterranean restaurant', 'Egyptian restaurant', 'Falafel restaurant', 'Halal restaurant', 'Health food restaurant', 'Persian restaurant', 'Syrian restaurant', 'Turkish restaurant', 'Vegan restaurant', 'Vegetarian restaurant']"
Best Buy,Friendly customer service.but it's like shopping in a prison...,Valid,"The review describes a genuine shopping experience at Best Buy, commenting on both customer service and the store atmosphere. The content is relevant to the electronics retailer and reflects a mixed experience consistent with the 3-star rating.",,,,Best Buy,"Chain retailer with a large array of brand-name electronics, computers, appliances & more.","['Electronics store', 'Appliance store', 'Computer store', 'Home theater store', 'Music store', 'Video game store', 'Video store']"
Kroger,Store was busy not enough cashiers,Valid,"The review describes a genuine shopping experience at Kroger, commenting on store conditions (busy) and staffing issues (not enough cashiers), which are relevant aspects of a grocery store visit. The 3-star rating is consistent with the mixed experience described.",,,,Kroger,"Large supermarket chain with deli & bakery departments, plus health & beauty aids.","['Supermarket', 'Bakery', 'Deli', 'Grocery store']"
Joe's Crab Shack,"Food and service is ok, not the best but you can eat here. But the hostess was nothing courteous.",Valid,"The review provides a genuine assessment of the dining experience, commenting on food quality, service, and staff behavior (hostess). The 3-star rating is consistent with the mixed feedback ('ok, not the best' and criticism of hostess courtesy). The content is directly relevant to the seafood restaurant.",,,,Joe's Crab Shack,"Informal seafood chain serving crab buckets & stuffed shrimp, plus American comfort dishes.","['Seafood restaurant', 'Family restaurant']"
BurgerFi,"(Translated by Google) Yooooooooooooooo hahaha

(Original)
Yooooooooooooooo hahaha",Irrelevant,"The review content 'Yooooooooooooooo hahaha' is completely unrelated to the restaurant's food, service, or dining experience. Despite the 5-star rating, the text provides no relevant information about BurgerFi's burgers, service quality, or any aspect of the business.",,,,BurgerFi,"Stylish, eco-minded chain serving grass-fed beef burgers, plus hot dogs, craft beer & wine.","['Hamburger restaurant', 'American restaurant', 'Bar', 'Hot dog restaurant', 'Ice cream shop', 'Restaurant']"
SLAB BBQ & Beer,"I've had about half the menu now and every single item has been a banger. Honestly impressed

The hip hop decorum is also cool af",Valid,"The review describes a genuine dining experience at the barbecue restaurant, mentioning trying multiple menu items and commenting on the hip-hop decor, which aligns with the business description. The 5-star rating is consistent with the positive feedback.",,,,SLAB BBQ & Beer,"Casual barbecue purveyor with hip-hop flair serving loaded sandwiches, brisket, pork, ribs & beer.","['Barbecue restaurant', 'Caterer', 'Restaurant', 'Sandwich shop']"
Dan's Seafood & Wings,"Awesome, love Dan's Seafood",Valid,The review expresses genuine positive sentiment about Dan's Seafood with a 5-star rating that matches the enthusiastic text. The content is directly relevant to the seafood restaurant.,,,,Dan's Seafood & Wings,,"['Seafood restaurant', 'Cajun restaurant', 'Chicken wings restaurant', 'Chinese restaurant']"
Trudy's South Star,"So good, great patio even on a colder night, they have nice heaters. Loved seeing all the veggie options on the menu!",Valid,"The review describes a genuine dining experience at the Tex-Mex restaurant, mentioning specific details like the patio, heaters, and vegetarian menu options. The 5-star rating is consistent with the positive experience described, and the content is directly relevant to the restaurant's offerings.",,,,Trudy's South Star,"Local Tex-Mex favorite serving standards & margaritas, with popular happy hour & weekend brunch.","['Tex-Mex restaurant', 'Bar & grill', 'Restaurant', 'Sports bar']"
Church's Chicken,The Biscuit were a little burnt and the AC didn't work but the chicken was good.,Valid,"The review describes a genuine dining experience at Church's Chicken, mentioning specific food items (biscuits, chicken) and facility conditions (AC not working). The content is directly relevant to the restaurant and provides authentic feedback about the food quality and dining environment.",,,,Church's Chicken,"Fast-food chain offering fried chicken, sandwiches, wings & Southern-influenced sides.","['Chicken restaurant', 'Family restaurant', 'Fast food restaurant']"
Hartz Chicken Buffet #199,Best fried chicken in town.  I also love their fries and rolls!  The drive through staff is superb and goes above and beyond to be friendly and helpful.,Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific menu items (fried chicken, fries, rolls) and service (drive through staff) that are relevant to a fast-food chicken restaurant. The 5-star rating is consistent with the positive feedback.",,,,Hartz Chicken Buffet #199,Fast-food chain fixing up individual & family-style fried chicken meals plus Southern sides.,"['Fast food restaurant', 'Buffet restaurant', 'Chicken restaurant']"
Whataburger,"It's a classic whataburger, that always has good food and a short wait",Valid,"The review describes a genuine dining experience at Whataburger, mentioning the food quality and wait time, which are relevant to the restaurant's service. The 5-star rating is consistent with the positive comments about good food and short wait.",,,,Whataburger,,['Restaurant']
Wienerschnitzel,Friend ly,Irrelevant,"The review text 'Friend ly' appears to be a fragmented or incomplete comment that doesn't provide any meaningful feedback about the restaurant, its food, service, or experience. Given the short length and lack of connection to the fast-food restaurant context, it fails to meet relevancy standards.",,,,Wienerschnitzel,Fast-food chain featuring a variety of hot dogs plus chili burgers & sandwiches.,"['Fast food restaurant', 'American restaurant', 'Hot dog restaurant', 'Ice cream shop', 'Restaurant']"
McDonald's,Just McDonald's,Valid,"The review provides a concise but relevant assessment of the McDonald's location. The comment 'Just McDonald's' implies a typical McDonald's experience, which is relevant to the fast-food chain. The 3-star rating suggests an average experience, which aligns with the matter-of-fact tone of the review.",,,,McDonald's,"Classic, long-running fast-food chain known for its burgers & fries.",['Fast food restaurant']
Gloria's Latin Cuisine,Safe and nice environment. I enjoyed my time there.,Valid,"The review describes a genuine dining experience at the restaurant, mentioning the environment and enjoyment, which is relevant to a Latin cuisine restaurant. The 4-star rating is consistent with the positive feedback.",,,,Gloria's Latin Cuisine,"Family-friendly chain featuring Salvadoran & Tex-Mex favorites, plus mojitos & margaritas.","['Salvadoran restaurant', 'Fine dining restaurant', 'Latin American restaurant', 'Mexican restaurant', 'Tex-Mex restaurant']"
Hawthorn Suites by Wyndham Addison Galleria,I LOVE THIS HOTEL. THE STAFF IS GREAT. VERY CLEAN HOTEL. THE GENERAL MANAGER JENNIFER CHAVEZ IS VERY UNDERSTANDING.,Valid,"The review describes a genuine hotel experience with specific positive feedback about staff, cleanliness, and mentions the general manager by name. The 4-star rating is consistent with the enthusiastic positive text about the hotel.",,,,Hawthorn Suites by Wyndham Addison Galleria,Unfussy quarters with kitchens in a relaxed all-suite hotel offering a pool & free breakfast.,"['Extended stay hotel', 'Hotel', 'Lodge']"
Huffines Hyundai Plano,Excellent service,Valid,"The review expresses a positive experience with 'Excellent service' at a Hyundai dealership, and the 5-star rating is consistent with the positive text. The comment is relevant to the automotive services provided by the business.",,,,Huffines Hyundai Plano,,"['Hyundai dealer', 'Auto body shop', 'Car accessories store', 'Car dealer', 'Car finance and loan company', 'Car leasing service', 'Car manufacturer', 'Motor vehicle dealer', 'Used car dealer', 'Used truck dealer']"
Mi Ranchito Restaurant,Friendly staff for sure but the tamales were really greasy and the pork had no flavor... I would also recommend they wear hairnets and gloves if they are going to be handling food.,Valid,"The review describes a genuine dining experience at the Mexican restaurant, mentioning specific food items (tamales, pork) that align with the business description and category. Despite the 1-star rating, the reviewer provides detailed feedback about food quality, staff, and food safety practices, indicating they actually visited the location.",,,,Mi Ranchito Restaurant,"Roadside counter-order eatery featuring tacos, tamales & other homey Mexican bites.",['Mexican restaurant']
Raising Cane's Chicken Fingers,"Good food, a little bit high.",Valid,"The review provides a genuine assessment of the food quality ('Good food') and mentions pricing ('a little bit high'), which are relevant aspects of a restaurant experience. The 5-star rating is consistent with the positive overall sentiment, and the content directly relates to the fast-food chicken restaurant.",,,,Raising Cane's Chicken Fingers,"Fast-food chain specializing in fried chicken fingers, crinkle-cut fries & Texas toast.","['Fast food restaurant', 'American restaurant', 'Chicken restaurant', 'Takeout Restaurant', 'Southern restaurant (US)']"
Dollar Tree,"Store is dirty, employees are rude, things here have changed a lot since management change ( FOR THE BAD)!!!!!!!!!!
Was just in here tonight and store is dirtier than ever, shelves are all messed up like an earthquake just happened.
This store has really gone down hill!!!!!!",Valid,"The review describes a genuine visit experience at Dollar Tree, mentioning specific observations about store cleanliness, employee behavior, and shelf conditions. The 1-star rating is consistent with the negative experience described, and the content is directly relevant to the discount store location.",,,,Dollar Tree,"Chain offering an eclectic mix of household items, beauty products, food & more at discount prices.","['Dollar store', 'Craft store', 'Discount store', 'Grocery store', 'Home goods store', 'Kitchen supply store', 'Party store', 'School supply store', 'Toy store', 'Variety store']"
Tacos El Charly,"(Translated by Google) An excellent place a very good treatment and a better service and very good food

(Original)
Un lugar excelente un trato muy bueno y un servicio mejor y la comida muy buena",Valid,"The review describes a genuine dining experience at the Mexican restaurant, praising the treatment, service, and food quality. The 5-star rating is consistent with the positive feedback about the restaurant's offerings.",,,,Tacos El Charly,,['Mexican restaurant']
Stango's Coffee Shop,"Nice, funky coffee shop/cafe with good coffee and food. Eclectic artwork, pinball machines in the back plus hekpful, friendly staff.",Valid,"The review describes a genuine experience at the coffee shop, mentioning specific aspects like coffee quality, food, atmosphere (eclectic artwork, pinball machines), and staff service. The 4-star rating is consistent with the positive feedback, and the content is directly relevant to the business category and description.",,,,Stango's Coffee Shop,"Retro cafe serving coffee drinks, tea, beer & wine, plus pizza, sandwiches & ice cream.","['Coffee shop', 'Ice cream shop', 'Sandwich shop']"
Wendy's,Affordable prices,Valid,The review comment 'Affordable prices' is relevant to the fast-food restaurant business and reflects a genuine aspect of the dining experience. The 5-star rating is consistent with the positive sentiment about pricing.,,,,Wendy's,Fast-food burger chain serving sides such as chili & baked potatoes.,"['Fast food restaurant', 'Hamburger restaurant', 'Restaurant']"
Hobby Lobby,"(Translated by Google) I love this store you find many things for the home and also many things to do crafts as I like to do crafts this is where I find most of the things that I use and many types of fabrics also artificial flowers is something xara in some products but almost always you have discounts.

(Original)
Me encanta esta tienda encuentras muchas cosas para el hogar y tambien muchas cosas para hacer manualidades como me gusta hacer manualidades aqui es donde encuentro la mayoria de las cosas que ocupo y muchos tipos de telas tambien flores artificiales es algo xara en algunos productos pero casi siempre tienes descuentos.",Valid,"The review describes a genuine shopping experience at Hobby Lobby, mentioning specific products like crafts supplies, fabrics, and artificial flowers that align perfectly with the store's description as a craft store. The 4-star rating is consistent with the positive sentiment expressed about finding needed items and frequent discounts.",,,,Hobby Lobby,"Chain carrying a variety of arts & crafts materials, plus party supplies, fabric & home-decor items.","['Craft store', 'Fabric store', 'Hobby store', 'Home goods store', 'Picture frame shop', 'Scrapbooking store']"
China Harbor,Food is delicious,Valid,"The review provides a genuine assessment of the food quality at a Chinese restaurant, with a 5-star rating that matches the positive comment about delicious food.",,,,China Harbor,Unassuming venue dishing up a long list of Chinese classics including moo shu & chow mein.,['Chinese restaurant']
Totally Spoiled Salon Spa & Celebrations,My twins had such a good time!! Thank you!!,Valid,"The review describes a positive experience at the salon/spa, with the reviewer's twins having a good time, which is relevant to a business that offers salon and spa services for celebrations. The 5-star rating is consistent with the positive text.",,,,Totally Spoiled Salon Spa & Celebrations,,"['Hair salon', 'Nail salon']"
Brown Bag Deli,"Always great food,service,staff",Valid,"The review provides a genuine positive assessment of the deli's food, service, and staff, which directly relates to the business category (Deli/Sandwich shop) and the 5-star rating is consistent with the positive feedback.",,,,Brown Bag Deli,,"['Deli', 'Food and drink']"
Sprocket Auto Repair Center,Very inexpensive and the lifts are easy to operate.,Valid,"The review describes a genuine experience at an auto repair shop, mentioning specific relevant aspects like cost and equipment (lifts), which are directly related to the business category and services.",,,,Sprocket Auto Repair Center,,['Auto repair shop']
O'Reilly Auto Parts,"The 3 stars are for the 2 young women that work there & helped me a few weeks ago! I got there by the skin on my teeth, i needed a battery for my truck. I saw about 3 guys walking around the back(including the manager!) & none of them helped the 1st lady that was tending to my truck,she was a time finding the right size battery & the other lady jumped in & helped her.A young guy came to help them & they were finally able to get me back on the road!I've always had good service @ all the O'Reilly's but this is the 1st one I've been to were the guys don't help😒",Valid,"The review describes a genuine experience at the auto parts store, detailing the customer's need for a truck battery and their interaction with staff members. The content is directly relevant to the business category (auto parts store, car battery store) and provides specific feedback about the service quality and staff performance.",,,,O'Reilly Auto Parts,,"['Auto parts store', 'Auto body parts supplier', 'Car battery store', 'Car repair and maintenance', 'Car stereo store', 'Motorcycle parts store', 'Trailer supply store', 'Truck accessories store']"
Chuck E. Cheese,Great fun even for is older kids (I'm 62) I only wish they had better prizes because some of them are not small children safe.,Valid,"The review describes a genuine experience at Chuck E. Cheese, mentioning the arcade games (prizes), appropriately discusses the kid-friendly nature of the venue, and provides constructive feedback about safety concerns. The 5-star rating aligns with the overall positive sentiment despite minor criticism.",,,,Chuck E. Cheese,"Kid-friendly chain known for its arcade games, pizza parties, play zones & mouse mascot.","[""Children's amusement center"", 'American restaurant', ""Children's party service"", 'Family restaurant', 'Pizza restaurant', 'Video arcade']"
Culver's,Very yummy burger.,Valid,"The review describes a genuine dining experience at Culver's, commenting on the burger quality which directly relates to the restaurant's specialization in burgers. The 5-star rating is consistent with the positive feedback.",,,,Culver's,Fast-food chain specializing in frozen custard & signature burgers made with Midwest beef & dairy.,"['American restaurant', 'Dessert restaurant', 'Fast food restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant', 'Sandwich shop']"
China Palace Super Buffet,Pretty decent food for the price. Wish they had more shrimp 🍤 options.,Valid,"The review describes a genuine dining experience at the buffet restaurant, commenting on food quality, price, and specific menu items (shrimp options). The 3-star rating is consistent with the mixed but fair assessment in the text.",,,,China Palace Super Buffet,Big buffet of Chinese & other Asian grub including sushi in a relaxed shopping-center space.,"['Buffet restaurant', 'Asian restaurant', 'Chinese restaurant', 'Restaurant']"
H-E-B,It is a very nice HEB,Valid,The review provides a genuine positive assessment of the H-E-B grocery store with a 4-star rating that matches the positive sentiment. The text is directly relevant to the business.,,,,H-E-B,,['Grocery store']
