business_name,text,predicted_label,prediction_reason,description,category
Outdoor Bazaar - French Market,Fun. Fun. Great atmosphere,Valid,"The review provides a genuine assessment of the market experience, with positive comments about the atmosphere that are relevant to a market venue, and the 5-star rating is consistent with the positive text.",,['Market']
Harrah's Casino New Orleans,Nice decor...$45 good buffet...casino is a casino...enjoy spending your money,Valid,"The review provides a genuine experience at the casino, mentioning specific aspects like decor, buffet pricing ($45), and the casino environment. The 5-star rating aligns with the generally positive tone, and the content is directly relevant to the casino's services and offerings.","Plush casino with a poker room, table games & slots, plus upscale dining & craft cocktails.","['Casino', 'Tourist attraction']"
HORN'S EATERY And Catering,No flava,Valid,"The review expresses a genuine opinion about the food quality at the restaurant, with 'No flava' referring to lack of flavor in the food. The 2-star rating is consistent with this negative assessment of the dining experience.","Hearty Southern fare, including breakfast, served in a cozy bungalow with sidewalk seating.","['Breakfast restaurant', 'American restaurant', 'Brunch restaurant', 'Lunch restaurant']"
Chick-fil-A,No words needed! Everyone knows the service & food are superb!,Valid,"The review expresses a positive experience about the service and food quality at Chick-fil-A, which is directly relevant to this fast-food restaurant. The 5-star rating is consistent with the positive sentiment expressed in the text.","Fast-food chain serving chicken sandwiches, strips & nuggets along with salads & sides.","['Fast food restaurant', 'Breakfast restaurant', 'Caterer', 'Chicken restaurant', 'Delivery service', 'Family restaurant']"
Holiday Inn New Orleans-Downtown Superdome,"Lovely hotel, friendly staff,  very helpful lady on the help desk near lots of places,  great swimming pool x",Valid,"The review describes a genuine hotel experience with specific details about the staff, help desk, location, and swimming pool. The 5-star rating is consistent with the positive feedback about the hotel's amenities and service.","Modern hotel featuring a casual Southern restaurant, a fitness room & a rooftop pool.",['Hotel']
Sonic Drive-In,"Again my food was wrong , I had 3 hamburgers an they had one wrong.",Valid,"The review describes a genuine experience at Sonic Drive-In regarding incorrect food orders. The complaint about wrong hamburgers is directly relevant to the fast-food restaurant's service, and the 1-star rating is consistent with the negative experience described.","Fast-food burger & fries joint with an old-school feel, including retro drive-in service.","['Fast food restaurant', 'Chicken restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant']"
Expressway Animal Hospital,Long wait but so worth it.  I can truly see why they're so busy. Wonderful staff and the Doctor is super amazing. This is my fur babies new place for the long haul.,Valid,"The review describes a genuine experience at an animal hospital, mentioning specific aspects like wait time, staff quality, and the doctor's performance. The 5-star rating is consistent with the positive feedback, and the content is clearly relevant to the veterinary services provided.",,['Animal hospital']
Pitt Grill - Alexandria,Great food and service,Valid,"The review provides a genuine positive assessment of the restaurant's food and service, which directly relates to the business category as a diner/restaurant. The 5-star rating is consistent with the positive feedback.",,"['Diner', 'Breakfast restaurant', 'Traditional American restaurant']"
Saltgrass Steak House,Excellent service.... great food,Valid,"The review provides a genuine evaluation of the restaurant experience, praising both service and food quality. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to a steak house restaurant.",Informal Texas-themed chain offers a meaty menu & full bar amid cattle kitsch decor.,"['Steak house', 'American restaurant', 'Chicken restaurant', 'Seafood restaurant']"
The Dixie Gin,Beautiful place for a countryside wedding,Valid,"The review describes a genuine experience related to the venue's wedding services, which directly matches the business category of 'Wedding venue'. The 4-star rating is consistent with the positive sentiment expressed in the text.",,"['Wedding venue', 'Event venue', 'Wedding planner', 'Wedding service']"
The Seafood Pot Destrehan,Can't be beat! Consistant,Valid,"The review expresses genuine positive sentiment about the seafood business with 'Can't be beat! Consistant', which is relevant to either a seafood market or restaurant. The 5-star rating aligns with the positive text, indicating a legitimate customer experience.",,"['Seafood market', 'Seafood restaurant']"
Chuck E. Cheese,My kids had an amazing time.  The stuff was very welcoming and the place was well kept.,Valid,"The review describes a genuine family experience at Chuck E. Cheese, mentioning kids having fun, welcoming staff, and clean facilities. This is directly relevant to a children's amusement center and aligns well with the business description and category.","Kid-friendly chain known for its arcade games, pizza parties, play zones & mouse mascot.","[""Children's amusement center"", 'American restaurant', ""Children's party service"", 'Family restaurant', 'Pizza restaurant', 'Video arcade']"
IHOP,"How can you MESS UP A ""SOFT""  OMELET?  And waitress disappears!",Valid,"The review describes a genuine dining experience at IHOP, specifically mentioning food quality (omelet) and service issues (waitress disappearing). The 2-star rating is consistent with the negative experience described, and the content is directly relevant to the restaurant's food and service.",Long-standing chain serving a wide variety of pancakes & other American breakfast & diner fare.,"['Restaurant', 'American restaurant', 'Breakfast restaurant', 'Family restaurant']"
Exxon,Last two times we stopped they couldn't sell anything because the register was down... AGAIN! Urgh!,Valid,"The review describes a genuine experience at the gas station, mentioning specific visits and issues with the register system. The 1-star rating is consistent with the frustrating experience described.",,['Gas station']
Dollar Tree,Great,Valid,"The review expresses a positive sentiment ('Great') with a 5-star rating for Dollar Tree, which is consistent and relevant to the business. While brief, the positive assessment aligns with the discount store's purpose of providing value to customers.","Chain offering an eclectic mix of household items, beauty products, food & more at discount prices.","['Dollar store', 'Craft store', 'Discount store', 'Grocery store', 'Home goods store', 'Kitchen supply store', 'Party store', 'School supply store', 'Toy store', 'Variety store']"
Attiki Bar & Grill,Good hangout spot good food,Valid,"The review provides a genuine assessment of the bar experience, mentioning both the atmosphere ('good hangout spot') and food quality, which aligns with the business being a bar and grill with a Mediterranean menu. The 4-star rating is consistent with the positive feedback.","Relaxed, group-friendly haunt has a Mediterranean menu, cocktails, hookah pipes & belly dancers.",['Bar']
The National WWII Museum,Breath taking experience.,Valid,The review describes a genuine experience at the museum with 'breath taking experience' which is relevant to visiting a war/history museum and tourist attraction. The 5-star rating is consistent with the positive sentiment expressed.,"Multi-building museum with interactive submarine exhibit, planes, 4-D theater & eatery downstairs.","['War museum', 'History museum', 'Museum', 'National museum', 'Tourist attraction']"
Arby's,Nice,Valid,"The review provides a positive assessment ('Nice') of the restaurant with a 5-star rating, which is consistent and relevant to Arby's as a fast-food restaurant. While brief, the comment expresses a genuine opinion about the dining experience.","Fast-food chain, known for its roast beef, serving up hot & cold sandwiches, fries & shakes.","['Fast food restaurant', 'American restaurant', 'Family restaurant', 'Sandwich shop']"
Siegen Lane Marketplace,Nice,Irrelevant,"The review text 'Nice' is extremely short (1 word) and too vague to relate meaningfully to a shopping mall experience. The word 'Nice' doesn't connect to the business description (retail hub with stores, eateries, golf shop), category (shopping mall), or provide any relevant details about the location or services.","Sprawling retail hub with brand-name department stores, eateries & a golf shop with a putting green.",['Shopping mall']
Golden Corral Buffet & Grill,Great food,Valid,"The review provides a genuine positive assessment of the food quality at Golden Corral, which directly relates to the restaurant's buffet service. The 5-star rating is consistent with the positive comment 'Great food'.","Family-friendly buffet chain featuring all-you-can-eat American fare, plus salad & dessert bars.","['Takeout restaurant', 'American restaurant', 'Banquet hall', 'Breakfast restaurant', 'Buffet restaurant', 'Down home cooking restaurant', 'Family restaurant', 'Steak house']"
Fontainebleau State Park,Nice park and beach,Valid,"The review provides a genuine, brief assessment of the state park, mentioning both the park and beach which directly relate to the business description and categories. The 5-star rating is consistent with the positive comment.","2,800-acre park on Lake Pontchartrain with a beach, nature trails, campgrounds & cabins.","['State park', 'Campground', 'Camping cabin', 'Fishing pier', 'Group accommodation', 'Hiking area', 'Lodge', 'Park', 'Playground', 'Tourist attraction']"
Sammy's Food Services & Deli,Good food & staff,Valid,"The review provides a genuine assessment of the food and staff at this deli/restaurant, with a 4-star rating that aligns with the positive but brief feedback.","New Orleans eats, such as po' boys, lure locals to this modest counter serving breakfast & lunch.","['Deli', 'American restaurant', 'Restaurant']"
Cate Street Seafood Station,Best sushi in town! Great seafood and burgers! Friendly staff with lots of seating indoors and out! Haven't been here in a few years but glad to see it's only gotten better!,Valid,"The review describes a genuine dining experience at a seafood restaurant, mentioning specific menu items (sushi, seafood, burgers) that align with the business description and category. The positive sentiment matches the 5-star rating, and while the reviewer mentions not visiting in a few years, they clearly have prior experience and are commenting on recent improvements.","Colorful place with a long menu of Cajun-style dishes, steak & sushi plus sake & craft beers.","['Seafood restaurant', 'American restaurant', 'Steak house']"
McDonald's,Drive thru was quick & food was good.,Valid,"The review describes a genuine experience at McDonald's, mentioning specific aspects like drive-thru service speed and food quality. The content is directly relevant to the fast-food restaurant, and the 5-star rating aligns with the positive feedback about quick service and good food.","Classic, long-running fast-food chain known for its burgers, fries & shakes.","['Fast food restaurant', 'Breakfast restaurant', 'Coffee shop', 'Hamburger restaurant', 'Restaurant', 'Sandwich shop']"
International Market,Love this place,Valid,"The review expresses a positive sentiment about the location with a 5-star rating that matches the positive text. While brief, 'Love this place' is directly relevant to the International Market supermarket and represents a genuine customer experience.",,['Grocery store']
Walmart Supercenter,"1st time sending money Wal-Mart to Wal-Mart. Clerk was very pleasant to me but it was evident many employees did not like all the ""changes"" Wal-Mart Corporation has been making.",Valid,"The review describes a genuine experience using Walmart's money transfer service, mentions interaction with staff, and provides relevant feedback about the store environment and employee attitudes. The content is directly related to the business and reflects an actual visit.",,"['Department store', 'Clothing store', 'Craft store', 'Electronics store', 'Furniture store', 'Grocery store', 'Hardware store', 'Home goods store', 'Sporting goods store', 'Toy store']"
Leo's Iceland LLC,Kids love it,Valid,"The review 'Kids love it' is relevant to an ice skating rink and party planner business, as these are venues commonly enjoyed by children. The 4-star rating is consistent with the positive sentiment expressed.",,"['Ice skating rink', 'Party planner']"
Rice's Services LLC,I was in ans out getting an inspection sticker for my car. It's nice to still have a mom and pop business feel when so much is corporate / big business.,Valid,"The review describes a genuine experience getting a car inspection at the business, which directly relates to the 'Car inspection station' category. The positive sentiment about the service and business atmosphere is consistent with the 5-star rating.",,['Car inspection station']
Giving Hope Nola,"Give plenty of food, but the 2 older men have real bad attitude!",Valid,"The review describes a genuine experience at the soup kitchen, mentioning both the food service and staff behavior, which are relevant aspects of this type of establishment.",,['Soup kitchen']
The Cajun Catfish House LLC,Servers are very nice. Food is delicious but the delivery from order to served is slow.,Valid,"The review provides a genuine dining experience at the seafood restaurant, mentioning specific aspects like server quality, food taste, and service speed. The 5-star rating is consistent with the overall positive tone despite noting slow delivery time.",,['Seafood restaurant']
Lafayette KOA Holiday,First-rate operation. It starts with them escorting you to your RV spot then having Rock Solid fast Wi-Fi. The spaces are concrete pad and flat. The hookups are easy to access. Very nice park to walk around and enjoy for as long as you are there. Looking forward to the next visit.,Valid,"The review describes a genuine experience at the RV park/campground, mentioning specific amenities like escort service, Wi-Fi, concrete pads, hookups, and walking areas. The 5-star rating is consistent with the positive experience described, and the content is directly relevant to the campground category.",,"['Campground', 'Camp', 'Lodge', 'RV park']"
New Orleans Original Daiquiris,Love me some Daiquiri place,Valid,The review expresses genuine positive sentiment about daiquiris at a daiquiri establishment. The text is directly relevant to the business (daiquiri place) and the 5-star rating is consistent with the positive comment.,,['Bar']
Starbucks,Love the atmosphere to gather for coffee & conversation with friends.,Valid,"The review describes a genuine experience at Starbucks, mentioning the atmosphere and use case (gathering with friends for coffee and conversation) which is directly relevant to a coffee shop. The 5-star rating is consistent with the positive sentiment expressed.","Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.","['Coffee shop', 'Cafe', 'Coffee store', 'Espresso bar']"
Saltgrass Steak House,The waiter just took to long and chose to help others before waiting on his assigned tables.,Valid,"The review describes a genuine dining experience at the restaurant, specifically commenting on service quality (waiter taking too long). The content is relevant to the steak house business and the 3-star rating is consistent with the moderate complaint about service.",Informal Texas-themed chain offers a meaty menu & full bar amid cattle kitsch decor.,"['Steak house', 'American restaurant', 'Chicken restaurant', 'Seafood restaurant']"
BM Tire Mobile Service,"Went for small engine repairs.  Great service, honest,  affordable.",Valid,"The review describes a genuine experience with small engine repairs, which aligns with the business category 'Lawn mower repair service'. The positive feedback about service quality, honesty, and affordability is consistent with the 5-star rating.",,"['Tire shop', 'Lawn mower repair service', 'Used tire shop']"
The Rocks Restaurant and Lounge,"The food was amazing. My gin and tonic was mediocre.

I’ll be back.",Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific items (food and gin and tonic) that are relevant to an American restaurant. The 4-star rating is consistent with the mixed but overall positive feedback.",,['American restaurant']
Outback Steakhouse,Good food and really nice staff,Valid,"The review describes a genuine dining experience at Outback Steakhouse, mentioning both food quality and staff service, which are directly relevant to a restaurant. The 5-star rating is consistent with the positive feedback.","Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.","['Steak house', 'American restaurant', 'Australian restaurant', 'Bar', 'Bar & grill', 'Gluten-free restaurant', 'Takeout Restaurant', 'Restaurant']"
China Star,Oh yes! Very good food! Service ok can't complain!,Valid,"The review describes a genuine dining experience at a Chinese restaurant, mentioning both food quality and service, which are relevant to the business category and name. The 5-star rating is consistent with the positive feedback.",,['Chinese restaurant']
Best Buy,Good selection & very busy,Valid,"The review provides a genuine assessment of the store experience, mentioning 'good selection' which is relevant to an electronics retailer, and 'very busy' describes the store atmosphere. The 4-star rating is consistent with the positive but brief feedback.","Chain retailer with a large array of brand-name electronics, computers, appliances & more.","['Electronics store', 'Appliance store', 'Computer store', 'Home theater store', 'Music store', 'Video game store', 'Video store']"
Louisiana Boardwalk Outlets,The place is a concrete jungle with no shade absorbs heat all day from the sun and you will bake from the heat radiating till after midnight.,Valid,"The review describes a genuine experience about the physical environment of the outlet mall, specifically commenting on the concrete surfaces, lack of shade, and heat absorption. This is relevant feedback about the shopping mall's infrastructure and comfort conditions that would be useful for other visitors.",Riverside outlet mall anchored by Bass Pro Shops also featuring informal restaurants & a cinema.,['Shopping mall']
Piccadilly,Love this place. They serve home cook meals.,Valid,"The review describes a genuine dining experience at the restaurant, praising the home-cooked meals which aligns well with the business description of serving American comfort classics. The 5-star rating is consistent with the positive sentiment expressed.","Southern cafeteria chain dishing up American comfort classics in a simple, family-friendly setting.",['American restaurant']
New Orleans Hamburger & Seafood Co,Good food,Valid,"The review provides a genuine positive assessment of the food quality at this restaurant, and the 5-star rating is consistent with the 'Good food' comment. The text is relevant to the business category (restaurants serving food).","Casual, family-friendly joint for big servings of classic New Orleans dishes including seafood.","['Hamburger restaurant', 'American restaurant', 'Restaurant', 'Seafood restaurant', 'Sports bar']"
Denham Springs Inspections,Very friendly,Valid,"The review provides a genuine assessment of the service quality at the car inspection station, with 'Very friendly' being a relevant comment about staff behavior that customers would experience during an inspection visit.",,['Car inspection station']
Neyland Park,Really nice and well taken care of.,Valid,"The review provides a genuine assessment of the park's condition and maintenance, which is directly relevant to the location. The 5-star rating aligns with the positive feedback about the park being 'nice and well taken care of.'","Perennial park offering a heated, Olympic-sized indoor pool, athletic fields/courts & a playground.","['Park', 'Tourist attraction']"
Conn's HomePlus,Hate it. We bought 3 window air conditioners. One was too small for the room. We called the store and they told us that it wasn't their fault we were too stupid to work an air conditioner.  Never going back.,Valid,"The review describes a genuine customer experience at Conn's HomePlus, detailing a specific purchase of air conditioners and negative interaction with store staff. The 1-star rating is consistent with the described poor customer service experience.","Retail chain offering brand-name electronics, appliances & mattresses, plus home furnishings.","['Appliance store', 'Electronics store', 'Furniture store']"
Sweet Things & Grill,Great donuts,Valid,"The review mentions 'Great donuts' which is relevant to a restaurant business, and the 3-star rating is consistent with a positive but moderate assessment of the food quality.",,['Cafe']
White Elephant Trading Co,"It's always nice to visit a place that holds so many pleasant memories.
While browsing through the White Elephant and looking up and towards the back seeing that old 3 blade fan hanging from the ceiling wondering how many times I sat in front of it on a Friday or Saturday night feeling the cool breeze during those hot summer nights . I must have been in a dazed and confused moment remembering the old Thunderbird Skating Rink, I must have been doing the hokie pokie when I finally heard the owner repeatedly say, can I help you find something. Right then I seen it tucked away in the corner, I knew the answer before I asked but it didn't stop me from asking anyway [""How much you want for the disco ball ""]right away he replied [""all of the original items from the Thunderbird days are not for sale.""]
Those were the days.  After 5yrs of doing the hokie pokie I graduated to Coffee st @ Lakeshore Dr.  I would pass up eternal life to drift back in time to 1976-1980, I wouldn't mind reliving 1978 over and over and over again.  Anyway White Elephant lots of secondhand furniture, prices are reasonable.  Thunderbird skating rink, lots of memories no more skating.",Valid,"The review describes a genuine visit to the White Elephant Trading Co antique furniture store. While the reviewer shares nostalgic memories about the location's history as a former skating rink, they clearly visited the store, interacted with the owner, browsed the inventory, and provided relevant feedback about the secondhand furniture and reasonable prices. The personal memories add context to their experience at this antique store.",,['Antique furniture store']
Marshalls & HomeGoods,Who doesn't love Marshall's? Found a Patricia Nash handbag 60% off that I NEVER see her bags  in TJMAXX. YES!,Valid,"The review describes a genuine shopping experience at Marshalls, mentioning finding a specific handbag at a discount, which is relevant to the store's function as a department/clothing store. The enthusiastic tone matches the 5-star rating.","Home-decor chain stocking a variety of furnishings, bedding, kitchenware, holiday goods & more.","['Department store', ""Children's clothing store"", 'Clothing store', 'Luggage store', ""Men's clothing store"", 'Swimwear store', 'T-shirt store', ""Women's clothing store""]"
Terrebonne Parish Animal Shelter,We visited the facility twice before we picked out our little Sonnie. We love him so much. The facility is so nice and clean and the girls were so nice.,Valid,"The review describes a genuine experience visiting an animal shelter, adopting a pet named Sonnie, and provides relevant feedback about the facility's cleanliness and staff friendliness. The 5-star rating is consistent with the positive experience described.",,['Animal shelter']
Sonic Drive-In,After waiting 15-20 minutes cold fries and Lukewarm burger. But the rootbeer floats were marvelous! I guess you can't have it all,Valid,"The review describes a genuine dining experience at Sonic Drive-In, mentioning specific food items (fries, burger, rootbeer floats) that align with the restaurant's fast-food offerings. The 3-star rating is consistent with the mixed experience described (negative aspects: long wait, cold fries, lukewarm burger; positive aspect: marvelous rootbeer floats).","Fast-food burger & fries joint with an old-school feel, including retro drive-in service.","['Fast food restaurant', 'Chicken restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant']"
"Crescent City Law, L.L.C.","Excellent experience! John came recommended from a good friend and after personally experiencing the seamless process and professionalism, I'll happily be recommending to as many people as possible! It's good to know that there's trustworthy people out there who work relentlessly to help their consumers. Thanks John!",Valid,"The review describes a genuine experience with legal services at the law firm. The reviewer mentions being recommended by a friend, experiencing the service personally, and provides specific feedback about professionalism and trustworthiness, which is relevant to the attorney/legal services category. The 5-star rating is consistent with the positive experience described.",,"['Criminal justice attorney', 'Attorney', 'Legal services', 'Personal injury attorney']"
Mr Joe Chinese Restaurant,Vegetable lo mein had no flavor..,Valid,"The review describes a genuine dining experience at the Chinese restaurant, specifically mentioning 'Vegetable lo mein' which is directly relevant to the restaurant's category and business type. The 2-star rating is consistent with the negative feedback about lack of flavor.",,['Chinese restaurant']
Posados Cafe - Bossier City,"It's nothing amazing, nor terrible.",Valid,The review provides a genuine assessment of the dining experience with a balanced 3-star rating that matches the neutral sentiment expressed in the text about the restaurant being neither amazing nor terrible.,Member of a regional chain delivering traditional Mexican favorites in family-friendly surroundings.,"['Mexican restaurant', 'Restaurant', 'Tex-Mex restaurant']"
Macy's,Great shopping!,Valid,The review describes a genuine shopping experience at Macy's department store. The 5-star rating and positive comment 'Great shopping!' are consistent and relevant to the business category and description.,"Department store chain providing brand-name clothing, accessories, home furnishings & housewares.","['Department store', 'Beauty supply store', 'Fashion accessories store', 'Jewelry store', 'Lingerie store', ""Men's clothing store"", 'Perfume store', 'Shoe store', ""Women's clothing store""]"
Celebrity Theaters,"Great movie, clean place, pushy concession cashiers, high prices.",Valid,"The review provides a genuine experience at the movie theater, commenting on relevant aspects like the movie quality, cleanliness, staff behavior, and pricing. The 3-star rating is consistent with the mixed feedback (positive: great movie and clean place; negative: pushy staff and high prices).",First-run movies shown on 10 screens at a theater offering matinee discounts & kids' party rentals.,['Movie theater']
Golden Corral Buffet & Grill,Better than when I had it years ago.,Valid,"The review describes a genuine dining experience at the restaurant, comparing a current visit to a previous one from years ago. The 3-star rating and brief comment about improvement are consistent with a typical customer experience at this buffet restaurant.","Family-friendly buffet chain featuring all-you-can-eat American fare, plus salad & dessert bars.","['Takeout restaurant', 'American restaurant', 'Banquet hall', 'Breakfast restaurant', 'Buffet restaurant', 'Down home cooking restaurant', 'Family restaurant', 'Steak house']"
University of Louisiana Monroe,"I love ULM! The campus scenery is beautiful and serene. You can kayak on the bayou that runs through it, feed the baby turtles, watch their National Award winning ski team practice or have a nice quiet picnic near the water. The people are so friendly and there is a variety of things to attend and places to go. I love it there!",Valid,"The review describes a genuine experience at the university, mentioning specific campus features like the bayou, activities, and overall atmosphere. The 5-star rating is consistent with the enthusiastic and detailed positive feedback about the location.",,"['University', 'Educational institution', 'Public university']"
Brookshire's,Great place.  Only place I believe that still has bag boys . Friendly people,Valid,"The review describes a genuine shopping experience at the grocery store, mentioning specific service features (bag boys) and staff friendliness. The 4-star rating is consistent with the positive feedback about the store's service and staff.",,['Grocery store']
Dairy Queen Grill & Chill,Great food,Valid,"The review provides a genuine positive assessment of the food at Dairy Queen, which is relevant to this fast-food restaurant and ice cream shop. The 4-star rating is consistent with the positive comment.",Soft-serve ice cream & signature shakes top the menu at this classic burger & fries fast-food chain.,"['Fast food restaurant', 'Ice cream shop']"
Deanie's Seafood Restaurant in the French Quarter,Great seafood and cheap appetizers during happy hour. Strong drinks,Valid,"The review describes a genuine dining experience at the seafood restaurant, mentioning specific aspects like seafood quality, appetizer pricing during happy hour, and drinks. The content is directly relevant to the business category and description, and the 5-star rating is consistent with the positive feedback.",Spin-off of the Bucktown original featuring hefty seafood platters & entrees in a laid-back space.,"['Seafood restaurant', 'Cajun restaurant']"
McDonald's,Fast Service ... Pleasant Staff ... Good Hot Coffee ... Men's Bathroom - needed cleaning.,Valid,"The review provides a genuine experience about McDonald's, mentioning relevant aspects like service speed, staff, coffee quality, and facility cleanliness. The content directly relates to the fast-food restaurant experience and aligns with the business description and categories.","Classic, long-running fast-food chain known for its burgers, fries & shakes.","['Fast food restaurant', 'Breakfast restaurant', 'Coffee shop', 'Hamburger restaurant', 'Restaurant', 'Sandwich shop']"
Walmart Supercenter,"Good prices, but very slow check out lines",Valid,"The review provides a genuine experience about shopping at Walmart, mentioning both positive aspects (good prices) and negative aspects (slow checkout lines). The content is directly relevant to the department store experience and the 5-star rating, while seemingly high given the complaint, reflects an overall positive assessment where good prices outweigh the checkout inconvenience.",,"['Department store', 'Clothing store', 'Craft store', 'Electronics store', 'Furniture store', 'Grocery store', 'Hardware store', 'Home goods store', 'Sporting goods store', 'Toy store']"
Subway,Little expense,Valid,"The review 'Little expense' is relevant to the Subway restaurant as it comments on the affordability/cost aspect of dining there, which is a legitimate aspect of the customer experience at a fast food restaurant.","Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.","['Sandwich shop', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
Short Stop Poboys,This place has the best roast beef poboys you've ever had. when you first walk in the door the line will seem long during the lunch hour rush but they move you through really quickly!,Valid,"The review describes a genuine dining experience at the po' boy restaurant, mentioning specific menu items (roast beef poboys), service efficiency during lunch rush, and overall positive experience. The 5-star rating is consistent with the positive text, and the content directly relates to the business category and description.",Popular po' boy place with many options & an eclectic mix of sides in a counter-service space.,"['Po’ boys restaurant', 'Fast food restaurant', 'Sandwich shop', 'Seafood restaurant', 'Southern restaurant (US)']"
Dollar General,Good,Valid,"The review provides a positive assessment ('Good') with a 5-star rating that is consistent with the sentiment. While brief, the comment is relevant to the Dollar General store experience and represents a genuine customer evaluation.",,['Grocery store']
Peking Restaurant,Good service and Good food,Valid,"The review describes a genuine dining experience at the Chinese restaurant, mentioning both service and food quality. The 4-star rating is consistent with the positive feedback about the restaurant's offerings.",,['Chinese restaurant']
Zachary Community Park,Wonderful dog park,Valid,"The review provides a genuine positive experience about the dog park area at Zachary Community Park. The 5-star rating is consistent with the positive comment 'Wonderful dog park', and the content is directly relevant to the park category.",,"['Park', 'Tourist attraction']"
Rouses Market,Horrible 6 people in line 1 checker working. Left my groceries & walked out.,Valid,"The review describes a genuine experience at the grocery store, complaining about long wait times due to understaffing. The 1-star rating is consistent with the negative experience described, and the content is directly relevant to the supermarket's service quality.","Supermarket chain offering handmade sushi, grab-&-go dinners & Cajun meats.",['Grocery store']
SCP Distributors LLC,Slow customer service,Valid,"The review provides a genuine critique of the customer service experience at this swimming pool/hot tub supply store. The 2-star rating is consistent with the negative feedback about slow service, which is relevant to the business operations.",,"['Swimming pool supply store', 'Hot tub store']"
South Bossier Storage Center,I store my camper at this location I also ship UPS great staff always clean highly recommend,Valid,"The review describes a genuine experience using the storage facility services (storing a camper and shipping UPS), which directly relates to the business categories of self-storage and RV storage facility. The positive feedback about staff and cleanliness is consistent with the 5-star rating.",,"['Self-storage facility', 'Automobile storage facility', 'Boat storage facility', 'Moving supply store', 'RV storage facility']"
Stein Mart,I love the unique clothes and home decor. Employees always kind.,Valid,"The review describes a genuine shopping experience at Stein Mart, mentioning specific aspects like 'unique clothes and home decor' which directly relates to the business description and categories. The positive sentiment about employees is consistent with the 5-star rating.","Retail chain for clothing & accessories, plus a variety of housewares & home decor.","['Department store', 'Appliance store', 'Clothing store', ""Men's clothing store"", 'Shoe store', ""Women's clothing store""]"
La Contea Italiano Ristorante,I love their food!,Valid,"The review expresses genuine positive sentiment about the food at an Italian restaurant, with a 5-star rating that is consistent with the positive text. The comment is relevant to the restaurant's food offerings.","Warm, easygoing restaurant offering Italian cuisine such as salads & pastas plus a lunch menu.",['Italian restaurant']
Cafe 615 (Home of Da Wabbitt),Great food and friendly servers.,Valid,"The review provides a genuine assessment of the dining experience, mentioning both food quality and service, which are directly relevant to this Creole restaurant. The 5-star rating aligns with the positive feedback.","Onetime drive-in dating to 1949 that now serves an American menu of steaks, seafood & pasta.","['Creole restaurant', 'Restaurant']"
Johnny's Pizza House,Good pizza,Valid,"The review describes a genuine experience with the pizza at a pizza restaurant. The 5-star rating is consistent with the positive comment 'Good pizza', and the content is directly relevant to the business category and description.","Regional counter-serve chain for basic & specialty pizzas, plus muffalettas & salads.",['Restaurant']
Frostop Drive In Restaurant,Great burgers!,Valid,"The review provides a genuine positive assessment of the food quality at a restaurant, with the 5-star rating consistent with the positive comment about burgers.",,['Restaurant']
Rawz Cafe,"Great sushi! But waitresses do not get their tips, they go to owners.",Valid,"The review describes a genuine dining experience at the Asian restaurant, mentioning both the food quality (sushi) which aligns with the business description of serving Pan-Asian eats including sushi, and provides feedback about service/tipping practices. The 4-star rating is consistent with mixed feedback (positive food, negative service aspect).","Sizable eatery serving Pan-Asian eats like sushi, plus Thai & Chinese dishes, in relaxed environs.",['Asian restaurant']
John Slidell Park,Good place to bring the kids,Valid,"The review provides a genuine opinion about the park being suitable for children, which is relevant to a park with playground facilities mentioned in the description. The 3-star rating and brief positive comment indicate a normal user experience.","Wooded site with a 1.5-mi. trail & ball fields, plus a playground, an indoor gym & picnic pavilion.","['Park', 'Tourist attraction']"
Breakfast Club Cafe,Very good fast service and fresh food,Valid,"The review describes a genuine dining experience with specific positive comments about service speed and food quality, which are directly relevant to a breakfast restaurant/diner. The 5-star rating is consistent with the positive feedback.",,"['Diner', 'Breakfast restaurant']"
Sonic Drive-In,Service and food was good.,Valid,"The review provides a genuine assessment of the restaurant experience, commenting on both service and food quality, which directly relates to the fast-food restaurant business. The 4-star rating is consistent with the positive feedback.","Fast-food burger & fries joint with an old-school feel, including retro drive-in service.","['Fast food restaurant', 'Chicken restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant']"
Best Buy,They were great at help under the worst conditions,Valid,"The review describes a genuine customer service experience at Best Buy, praising the staff's helpfulness during difficult circumstances. The 5-star rating is consistent with the positive feedback, and the content is relevant to the electronics retail business.","Chain retailer with a large array of brand-name electronics, computers, appliances & more.","['Electronics store', 'Appliance store', 'Computer store', 'Home theater store', 'Music store', 'Video game store', 'Video store']"
